InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV371679,SC25163,PAPER NOTEBOOK,8,2023-04-25,0.85,CUST0465,Italy
INV193469,SC54595,WOODEN PHOTO FRAME,3,2023-02-27,2.0,CUST0465,Italy
INV880788,SC25218,WICKER BASKET,19,2023-04-07,3.0,CUST0465,Italy
INV994781,SC51074,BAMBOO CUTTING BOARD,12,2023-03-07,1.75,CUST0465,Italy
INV425896,SC18111,METAL KEYCHAIN,19,2023-01-01,0.5,CUST0465,Italy
INV988268,SC60875,BAMBOO CUTTING BOARD,18,2023-04-08,1.75,CUST0465,Italy
INV936258,SC99037,METAL KEYCHAIN,11,2023-07-06,0.5,CUST0465,Italy
INV664441,SC70372,BLUE CERAMIC MUG,13,2023-01-05,1.25,CUST0466,France
INV977885,SC38692,GLASS VASE,5,2023-06-01,1.5,CUST0466,France
INV730682,SC47144,LEATHER WALLET,15,2023-03-17,5.0,CUST0466,France
INV435690,SC50487,VINTAGE LAMP,2,2023-11-03,3.75,CUST0466,France
INV761732,SC38272,WOODEN PHOTO FRAME,19,2023-09-02,2.0,CUST0467,Italy
INV495007,SC17708,LEATHER WALLET,10,2023-12-27,5.0,CUST0467,Italy
INV834430,SC16889,CERAMIC PLANT POT,7,2023-04-26,2.0,CUST0468,USA
INV862729,SC61355,KNITTED BLANKET,6,2023-09-07,4.5,CUST0468,USA
INV674559,SC61417,WOODEN PHOTO FRAME,6,2023-01-12,2.0,CUST0468,USA
INV894520,SC61296,ENAMEL PIN SET,16,2023-06-28,0.75,CUST0469,USA
INV862057,SC47098,METAL KEYCHAIN,3,2023-09-28,0.5,CUST0469,USA
INV997845,SC81828,WOODEN PHOTO FRAME,7,2023-12-25,2.0,CUST0469,USA
INV439128,SC86072,METAL KEYCHAIN,4,2023-03-09,0.5,CUST0469,USA
INV418844,SC69969,CERAMIC PLANT POT,2,2023-12-30,2.0,CUST0469,USA
INV244243,SC67918,ENAMEL PIN SET,6,2023-10-23,0.75,CUST0469,USA
INV251857,SC37494,WICKER BASKET,16,2023-05-30,3.0,CUST0469,USA
INV861221,SC85455,WICKER BASKET,1,2023-07-05,3.0,CUST0470,India
INV547858,SC99056,BLUE CERAMIC MUG,5,2023-07-12,1.25,CUST0470,India
INV200713,SC56607,CERAMIC PLANT POT,6,2023-01-29,2.0,CUST0470,India
INV223047,SC77559,LEATHER WALLET,6,2023-01-27,5.0,CUST0470,India
INV135644,SC25571,VINTAGE LAMP,13,2023-05-06,3.75,CUST0471,USA
INV417393,SC88139,COTTON TOTE BAG,13,2023-09-08,1.0,CUST0471,USA
INV933958,SC97914,VINTAGE LAMP,13,2023-12-21,3.75,CUST0471,USA
INV957939,SC95237,ENAMEL PIN SET,3,2023-08-26,0.75,CUST0471,USA
INV784925,SC68342,METAL KEYCHAIN,9,2023-11-20,0.5,CUST0471,USA
INV222292,SC20831,GLASS VASE,1,2023-03-03,1.5,CUST0471,USA
INV801279,SC76813,BLUE CERAMIC MUG,16,2023-11-25,1.25,CUST0471,USA
INV602790,SC45877,BAMBOO CUTTING BOARD,19,2023-10-21,1.75,CUST0472,India
INV836873,SC66840,METAL KEYCHAIN,16,2023-11-27,0.5,CUST0473,Germany
INV204271,SC52628,WOODEN PHOTO FRAME,19,2023-03-06,2.0,CUST0473,Germany
INV525019,SC12588,BLUE CERAMIC MUG,18,2023-04-05,1.25,CUST0473,Germany
INV665163,SC95419,BLUE CERAMIC MUG,17,2023-10-27,1.25,CUST0474,Canada
INV223025,SC33680,BLUE CERAMIC MUG,7,2023-12-04,1.25,CUST0474,Canada
INV288678,SC10697,CERAMIC PLANT POT,20,2023-12-22,2.0,CUST0474,Canada
INV229022,SC15130,SILK CUSHION,15,2023-06-10,2.25,CUST0474,Canada
INV784343,SC31130,VINTAGE LAMP,19,2023-04-16,3.75,CUST0474,Canada
INV992810,SC14588,BLUE CERAMIC MUG,18,2023-05-12,1.25,CUST0474,Canada
INV413081,SC57652,BLUE CERAMIC MUG,4,2023-09-17,1.25,CUST0474,Canada
INV790130,SC10011,SILK CUSHION,6,2023-08-05,2.25,CUST0474,Canada
INV791176,SC80005,RED WOOL SCARF,17,2023-05-31,2.5,CUST0475,India
INV614266,SC51017,LEATHER WALLET,5,2023-10-23,5.0,CUST0475,India
INV664353,SC76924,SILK CUSHION,12,2023-11-07,2.25,CUST0475,India
INV959584,SC15863,COTTON TOTE BAG,4,2023-12-06,1.0,CUST0475,India
INV248548,SC49283,COTTON TOTE BAG,2,2023-04-07,1.0,CUST0475,India
INV720529,SC57063,BAMBOO CUTTING BOARD,18,2023-04-21,1.75,CUST0476,India
INV542514,SC19746,WOODEN PHOTO FRAME,5,2023-11-15,2.0,CUST0476,India
INV500327,SC95166,SILK CUSHION,9,2023-05-14,2.25,CUST0476,India
INV809388,SC65750,LEATHER WALLET,3,2023-05-11,5.0,CUST0477,France
INV313660,SC19248,WICKER BASKET,5,2023-10-02,3.0,CUST0477,France
INV830650,SC94616,ENAMEL PIN SET,9,2023-11-21,0.75,CUST0477,France
INV789247,SC94904,COTTON TOTE BAG,12,2023-10-16,1.0,CUST0477,France
INV272011,SC65009,CERAMIC PLANT POT,17,2023-11-06,2.0,CUST0477,France
INV926051,SC66836,CERAMIC PLANT POT,5,2023-06-11,2.0,CUST0477,France
INV359520,SC20161,METAL KEYCHAIN,1,2023-11-06,0.5,CUST0477,France
INV675006,SC63317,SILK CUSHION,4,2023-12-17,2.25,CUST0478,Australia
INV193296,SC57555,BLUE CERAMIC MUG,11,2023-11-24,1.25,CUST0478,Australia
INV110342,SC22838,VINTAGE LAMP,8,2023-05-21,3.75,CUST0479,USA
INV210103,SC26187,METAL KEYCHAIN,8,2023-07-13,0.5,CUST0479,USA
INV717429,SC74175,VINTAGE LAMP,17,2023-06-06,3.75,CUST0479,USA
INV834480,SC84993,BLUE CERAMIC MUG,17,2023-06-28,1.25,CUST0479,USA
INV384220,SC89621,CERAMIC PLANT POT,10,2023-10-10,2.0,CUST0479,USA
INV289448,SC55242,VINTAGE LAMP,11,2023-07-19,3.75,CUST0480,Germany
INV371645,SC11244,LEATHER WALLET,19,2023-03-07,5.0,CUST0481,Italy
INV789504,SC26563,ENAMEL PIN SET,17,2023-03-21,0.75,CUST0481,Italy
INV871146,SC45044,VINTAGE LAMP,13,2023-10-18,3.75,CUST0481,Italy
INV915297,SC42651,RED WOOL SCARF,12,2023-12-29,2.5,CUST0481,Italy
INV841119,SC70003,ENAMEL PIN SET,20,2023-08-03,0.75,CUST0481,Italy
INV937255,SC71428,VINTAGE LAMP,15,2023-07-01,3.75,CUST0481,Italy
INV548544,SC78235,SILK CUSHION,10,2023-05-22,2.25,CUST0481,Italy
INV526261,SC50991,ENAMEL PIN SET,3,2023-06-06,0.75,CUST0482,India
INV183335,SC20052,CERAMIC PLANT POT,3,2023-11-21,2.0,CUST0482,India
INV273133,SC85407,WICKER BASKET,8,2023-02-17,3.0,CUST0482,India
INV681078,SC74598,RED WOOL SCARF,3,2023-05-27,2.5,CUST0482,India
INV809920,SC76674,PAPER NOTEBOOK,1,2023-08-06,0.85,CUST0482,India
INV809649,SC79783,LEATHER WALLET,17,2023-12-17,5.0,CUST0483,France
INV114575,SC90777,WICKER BASKET,4,2023-07-27,3.0,CUST0483,France
INV836720,SC80035,COTTON TOTE BAG,1,2023-08-06,1.0,CUST0483,France
INV874879,SC96661,WICKER BASKET,12,2023-05-06,3.0,CUST0483,France
INV738785,SC15551,KNITTED BLANKET,17,2023-12-17,4.5,CUST0483,France
INV807287,SC78618,BAMBOO CUTTING BOARD,15,2023-03-28,1.75,CUST0483,France
INV178771,SC58110,KNITTED BLANKET,8,2023-03-31,4.5,CUST0483,France
INV470453,SC16672,CERAMIC PLANT POT,5,2023-09-21,2.0,CUST0483,France
INV218733,SC54296,METAL KEYCHAIN,6,2023-07-11,0.5,CUST0484,Canada
INV992104,SC25448,KNITTED BLANKET,8,2023-10-04,4.5,CUST0484,Canada
INV407804,SC44701,WOODEN PHOTO FRAME,10,2023-09-05,2.0,CUST0484,Canada
INV696474,SC61592,COTTON TOTE BAG,1,2023-11-20,1.0,CUST0484,Canada
INV640571,SC14643,COTTON TOTE BAG,10,2023-11-26,1.0,CUST0484,Canada
INV989561,SC73998,KNITTED BLANKET,15,2023-11-13,4.5,CUST0484,Canada
INV745430,SC70339,RED WOOL SCARF,12,2023-01-04,2.5,CUST0484,Canada
INV212369,SC10675,GLASS VASE,10,2023-07-01,1.5,CUST0484,Canada
INV206260,SC66466,METAL KEYCHAIN,12,2023-01-05,0.5,CUST0485,USA
INV654797,SC77412,LEATHER WALLET,7,2023-02-13,5.0,CUST0485,USA
INV229858,SC73886,KNITTED BLANKET,5,2023-07-30,4.5,CUST0485,USA
INV593563,SC61820,PAPER NOTEBOOK,9,2023-04-26,0.85,CUST0486,United Kingdom
INV549148,SC33878,GLASS VASE,10,2023-07-06,1.5,CUST0486,United Kingdom
INV559876,SC96019,SILK CUSHION,9,2023-02-25,2.25,CUST0486,United Kingdom
INV106092,SC57085,VINTAGE LAMP,12,2023-08-11,3.75,CUST0487,Spain
INV298775,SC47342,KNITTED BLANKET,7,2023-02-26,4.5,CUST0487,Spain
INV541508,SC53412,RED WOOL SCARF,5,2023-07-22,2.5,CUST0487,Spain
INV797557,SC44838,ENAMEL PIN SET,7,2023-09-03,0.75,CUST0488,United Kingdom
INV676846,SC74955,BLUE CERAMIC MUG,14,2023-09-08,1.25,CUST0488,United Kingdom
INV887574,SC62412,PAPER NOTEBOOK,5,2023-06-16,0.85,CUST0488,United Kingdom
INV931219,SC12772,VINTAGE LAMP,4,2023-02-25,3.75,CUST0489,Italy
INV624288,SC11788,VINTAGE LAMP,5,2023-06-26,3.75,CUST0489,Italy
INV811259,SC54845,PAPER NOTEBOOK,8,2023-01-27,0.85,CUST0489,Italy
INV555426,SC72939,METAL KEYCHAIN,20,2023-01-05,0.5,CUST0489,Italy
INV186627,SC66223,WOODEN PHOTO FRAME,10,2023-09-06,2.0,CUST0489,Italy
INV864672,SC77009,COTTON TOTE BAG,20,2023-03-20,1.0,CUST0489,Italy
INV903972,SC25075,VINTAGE LAMP,8,2023-05-24,3.75,CUST0489,Italy
INV596912,SC23508,ENAMEL PIN SET,14,2023-04-12,0.75,CUST0490,Australia
INV289989,SC34729,WICKER BASKET,17,2023-11-09,3.0,CUST0490,Australia
INV765297,SC29493,CERAMIC PLANT POT,19,2023-11-19,2.0,CUST0490,Australia
INV520775,SC15028,COTTON TOTE BAG,4,2023-03-09,1.0,CUST0490,Australia
INV118519,SC90801,KNITTED BLANKET,5,2023-08-07,4.5,CUST0491,Australia
INV498828,SC63385,COTTON TOTE BAG,3,2023-01-27,1.0,CUST0491,Australia
INV764073,SC40333,SILK CUSHION,10,2023-12-25,2.25,CUST0491,Australia
INV602472,SC18041,COTTON TOTE BAG,11,2023-08-07,1.0,CUST0491,Australia
INV215400,SC45290,ENAMEL PIN SET,2,2023-06-05,0.75,CUST0492,Italy
INV846151,SC64797,GLASS VASE,9,2023-06-29,1.5,CUST0492,Italy
INV290580,SC15359,COTTON TOTE BAG,11,2023-01-25,1.0,CUST0492,Italy
INV880931,SC52157,RED WOOL SCARF,2,2023-12-05,2.5,CUST0492,Italy
INV393768,SC89498,COTTON TOTE BAG,10,2023-08-30,1.0,CUST0492,Italy
INV364516,SC74393,BLUE CERAMIC MUG,14,2023-04-05,1.25,CUST0492,Italy
INV216946,SC22699,GLASS VASE,11,2023-06-05,1.5,CUST0492,Italy
INV879020,SC87189,GLASS VASE,12,2023-07-05,1.5,CUST0493,United Kingdom
INV349825,SC95229,SILK CUSHION,20,2023-07-10,2.25,CUST0493,United Kingdom
INV502704,SC21433,WOODEN PHOTO FRAME,7,2023-10-27,2.0,CUST0493,United Kingdom
INV143032,SC86881,ENAMEL PIN SET,20,2023-03-03,0.75,CUST0494,Germany
INV838889,SC68427,KNITTED BLANKET,7,2023-04-09,4.5,CUST0494,Germany
INV673129,SC91134,KNITTED BLANKET,4,2023-02-08,4.5,CUST0494,Germany
INV659475,SC30142,WICKER BASKET,16,2023-04-14,3.0,CUST0495,USA
INV538527,SC82154,RED WOOL SCARF,5,2023-04-09,2.5,CUST0495,USA
INV464211,SC57973,WICKER BASKET,9,2023-10-14,3.0,CUST0495,USA
INV170997,SC73284,LEATHER WALLET,4,2023-08-12,5.0,CUST0495,USA
INV929303,SC12867,METAL KEYCHAIN,17,2023-09-15,0.5,CUST0495,USA
INV147652,SC84209,WICKER BASKET,5,2023-05-29,3.0,CUST0496,France
INV619072,SC99744,RED WOOL SCARF,7,2023-07-23,2.5,CUST0496,France
INV273558,SC67376,SILK CUSHION,17,2023-02-08,2.25,CUST0496,France
INV689822,SC61150,PAPER NOTEBOOK,17,2023-07-16,0.85,CUST0496,France
INV316976,SC34125,METAL KEYCHAIN,20,2023-05-20,0.5,CUST0496,France
INV830565,SC11161,BAMBOO CUTTING BOARD,7,2023-10-31,1.75,CUST0497,United Kingdom
INV628291,SC78822,KNITTED BLANKET,17,2023-08-22,4.5,CUST0497,United Kingdom
INV410759,SC45194,WOODEN PHOTO FRAME,10,2023-04-23,2.0,CUST0497,United Kingdom
INV659484,SC41223,VINTAGE LAMP,8,2023-01-24,3.75,CUST0498,Italy
INV255335,SC46406,WOODEN PHOTO FRAME,2,2023-11-24,2.0,CUST0498,Italy
INV361103,SC37521,CERAMIC PLANT POT,2,2023-11-25,2.0,CUST0499,France
INV780154,SC55542,SILK CUSHION,4,2023-01-01,2.25,CUST0499,France
INV440327,SC20911,ENAMEL PIN SET,20,2023-07-08,0.75,CUST0499,France
INV857155,SC27512,WICKER BASKET,18,2023-05-16,3.0,CUST0499,France
INV440404,SC17505,METAL KEYCHAIN,20,2023-05-31,0.5,CUST0499,France
INV368422,SC12049,COTTON TOTE BAG,9,2023-04-01,1.0,CUST0500,United Kingdom
INV857703,SC60067,SILK CUSHION,19,2023-02-24,2.25,CUST0500,United Kingdom
INV765117,SC89212,ENAMEL PIN SET,9,2023-11-17,0.75,CUST0500,United Kingdom
INV331356,SC52501,SILK CUSHION,7,2023-08-15,2.25,CUST0500,United Kingdom
INV760393,SC61834,WOODEN PHOTO FRAME,7,2023-10-25,2.0,CUST0500,United Kingdom
INV865263,SC66872,VINTAGE LAMP,15,2023-04-29,3.75,CUST0500,United Kingdom
